1,야구,NPB,야쿠르트,7,1.57,히로카프,4,1.95,Home,UDW,4,29
2,농구,NBA,토론토R,89,1.23,필라델76,94,2.97,Away,UDW,4,30
3,농구,NBA,덴버N,121,1.47,포틀랜T,113,2.13,Home,UDW,4,30
7,야구,MLB,워싱턴N,3,1.5,세인트C,6,2.07,Away,UDW,4,30
8,야구,MLB,보스턴R,9,1.49,오클랜A,4,2.09,Home,UDW,4,30
9,야구,MLB,뉴욕메츠,4,1.45,신시내R,5,2.18,Away,UDW,4,30
10,야구,MLB,애틀란B,3,1.56,샌디에P,1,1.97,Home,UDW,4,30
11,야구,MLB,미네트윈,1,2.22,휴스턴A,0,1.43,Home,SUW,4,30
12,야구,MLB,밀워키브,5,1.56,콜로라R,1,1.97,Home,UDW,4,30
13,야구,MLB,시카고W,5,1.57,볼티모O,3,1.95,Home,UDW,4,30
14,야구,MLB,캔자스R,5,1.97,탬파베R,8,1.56,Away,SUW,4,30
15,야구,MLB,샌프란G,3,2.02,LA다저,2,1.53,Home,SUW,4,30
16,야구,NPB,요미우리,1,1.47,주니치,3,2.13,Away,UDW,4,30
17,야구,NPB,요코베이,8,2.07,야쿠르트,9,1.5,Away,SUW,4,30
18,야구,NPB,한신,8,1.83,히로카프,3,1.66,Home,SUW,4,30
19,야구,KBO,LG,10,1.26,KT,9,2.81,Home,UDW,4,30
20,야구,KBO,SK,5,1.64,키움,15,1.85,Away,UDW,4,30
21,야구,KBO,롯데,6,1.89,NC,1,1.61,Home,SUW,4,30
22,야구,KBO,KIA,8,1.63,삼성,0,1.87,Home,UDW,4,30
23,야구,KBO,한화,2,2.05,두산,1,1.51,Home,SUW,4,30
24,농구,NBA,밀워키벅,123,1.25,보스턴C,102,2.86,Home,UDW,5,1
25,농구,NBA,골든스W,115,1.38,휴스턴R,109,2.35,Home,UDW,5,1
28,야구,MLB,워싱턴N,2,1.76,세인트C,3,1.72,Away,SUW,5,1
29,야구,MLB,필라델P,1,1.42,디트로T,3,2.25,Away,UDW,5,1
30,야구,MLB,마이애M,4,2.52,클리블I,7,1.33,Away,SUW,5,1
31,야구,MLB,보스턴R,5,1.44,오클랜A,1,2.2,Home,UDW,5,1
32,야구,MLB,뉴욕메츠,4,1.82,신시내R,3,1.67,Home,SUW,5,1
33,야구,MLB,애틀란B,3,1.66,샌디에P,4,1.83,Away,UDW,5,1
34,야구,MLB,미네트윈,0,2.15,휴스턴A,11,1.46,Away,SUW,5,1
35,야구,MLB,밀워키브,4,1.69,콜로라R,3,1.79,Home,UDW,5,1
36,야구,MLB,텍사스R,4,1.59,피츠버P,6,1.92,Away,UDW,5,1
39,야구,MLB,애리조D,3,1.57,뉴욕양키,1,1.95,Home,UDW,5,1
40,야구,MLB,샌프란G,3,2.18,LA다저,10,1.45,Away,SUW,5,1
41,야구,MLB,LA에인,4,1.6,토론토B,3,1.91,Home,UDW,5,1
42,야구,MLB,시애틀M,5,1.98,시카고C,6,1.55,Away,SUW,5,1
43,야구,NPB,요미우리,5,1.32,주니치,1,2.55,Home,UDW,5,1
44,야구,NPB,요코베이,5,1.87,야쿠르트,1,1.63,Home,SUW,5,1
45,야구,NPB,한신,6,1.79,히로카프,2,1.69,Home,SUW,5,1
46,야구,NPB,오릭스,0,1.65,지바롯데,4,1.84,Away,UDW,5,1
47,야구,NPB,세이부,2,1.46,니혼햄,7,2.15,Away,UDW,5,1
48,야구,NPB,소프트뱅,0,1.52,라쿠텐,9,2.03,Away,UDW,5,1
49,야구,KBO,LG,3,1.61,KT,2,1.89,Home,UDW,5,1
50,야구,KBO,SK,2,1.75,키움,0,1.73,Home,SUW,5,1
51,야구,KBO,롯데,5,2.25,NC,9,1.42,Away,SUW,5,1
52,야구,KBO,KIA,2,1.68,삼성,10,1.8,Away,UDW,5,1
53,야구,KBO,한화,4,2.07,두산,1,1.5,Home,SUW,5,1
69,농구,NBA,덴버N,90,1.43,포틀랜T,97,2.22,Away,UDW,5,2
72,야구,MLB,보스턴R,7,1.57,오클랜A,3,1.95,Home,UDW,5,2
73,야구,MLB,텍사스R,5,1.8,피츠버P,7,1.68,Away,SUW,5,2
