1,농구,KBL,원주DB,96,1.27,부산KT,59,2.76,Home,UDW,1,6
4,농구,WKBL,우리은행,44,1.56,KB스타즈,56,1.97,Away,UDW,1,6
13,농구,NBA,샬럿H,104,2.48,인디애P,115,1.34,Away,SUW,1,7
15,농구,NBA,올랜도M,101,1.41,브루클N,89,2.27,Home,UDW,1,7
17,농구,NBA,필라델76,120,1.21,오클라T,113,3.1,Home,UDW,1,7
19,농구,NBA,워싱턴W,99,4.02,보스턴C,94,1.11,Home,SUW,1,7
21,농구,NBA,애틀란H,115,3.24,덴버N,123,1.19,Away,SUW,1,7
23,농구,NBA,뉴올리P,126,2.27,유타J,128,1.41,Away,SUW,1,7
25,농구,NBA,댈러스M,118,1.14,시카고B,110,3.67,Home,UDW,1,7
27,농구,NBA,샌안토S,126,3.03,밀워키벅,104,1.22,Home,SUW,1,7
29,농구,NBA,새크라K,111,1.15,골든스W,98,3.57,Home,UDW,1,7
31,배구,남배올예,호주M,3,1.4,한국M,2,2.3,Home,UDW,1,7
34,농구,KBL,안양KGC,73,1.29,서울삼성,67,2.67,Home,UDW,1,7
40,농구,NBA,클리블C,113,2.02,디트로P,115,1.53,Away,SUW,1,8
42,농구,NBA,토론토R,99,1.52,포틀랜T,101,2.03,Away,UDW,1,8
44,농구,NBA,브루클N,103,1.76,오클라T,111,1.72,Away,SUW,1,8
46,농구,NBA,멤피스G,119,1.44,미네울브,112,2.2,Home,UDW,1,8
48,농구,NBA,피닉스S,103,1.31,새크라K,114,2.59,Away,UDW,1,8
50,농구,NBA,LA레이,117,1.03,뉴욕닉스,87,5.6,Home,UDW,1,8
52,배구,남배올예,한국M,3,1.01,인도M,0,6.28,Home,UDW,1,8
55,농구,KBL,부산KT,80,2.18,전자랜드,81,1.45,Away,SUW,1,8
58,농구,WKBL,KEB하나,83,1.51,BNK썸,80,2.05,Home,UDW,1,8
69,농구,NBA,보스턴C,114,1.24,샌안토S,129,2.92,Away,UDW,1,9
71,농구,NBA,샬럿H,110,2.22,토론토R,112,1.43,Away,SUW,1,9
73,농구,NBA,인디애P,108,1.63,마이애H,122,1.87,Away,UDW,1,9
