1,농구,KBL,전자랜드,70,1.43,모비스,57,2.16,Home,UDW,12,13
4,농구,KBL,서울SK,89,1.15,오리온스,72,3.41,Home,UDW,12,13
7,농구,WKBL,KB스타즈,70,1.09,삼성생명,59,4.08,Home,UDW,12,13
10,배구,KOVO남,한국전력,0,2.76,OK저축은,3,1.25,Away,SUW,12,13
17,농구,NBA,올랜도M,107,2.86,휴스턴R,130,1.23,Away,SUW,12,14
18,농구,NBA,필라델76,116,1.15,뉴올리P,109,3.41,Home,UDW,12,14
19,농구,NBA,마이애H,110,2.31,LA레이,113,1.37,Away,SUW,12,14
20,농구,NBA,애틀란H,100,2.86,인디애P,110,1.23,Away,SUW,12,14
21,농구,NBA,시카고B,73,1.25,샬럿H,83,2.76,Away,UDW,12,14
22,농구,NBA,멤피스G,114,4.75,밀워키벅,127,1.05,Away,SUW,12,14
23,농구,NBA,유타J,114,1.03,골든스W,106,5.21,Home,UDW,12,14
24,농구,NBA,미네울브,117,2.71,LA클리,124,1.26,Away,SUW,12,14
25,농구,NBA,새크라K,101,1.14,뉴욕닉스,103,3.5,Away,UDW,12,14
26,농구,WKBL,BNK썸,60,4.38,우리은행,73,1.07,Away,SUW,12,14
29,배구,KOVO남,우리카드,0,1.81,현대캐피,3,1.64,Away,SUW,12,14
32,농구,KBL,KCC,83,1.31,서울삼성,75,2.5,Home,UDW,12,14
35,배구,KOVO여,IBK,3,2.66,GS칼텍,1,1.27,Home,SUW,12,14
38,농구,KBL,창원LG,73,2.23,부산KT,74,1.4,Away,SUW,12,14
41,농구,KBL,원주DB,88,1.56,안양KGC,98,1.92,Away,UDW,12,14
