4,농구,KBL,서울SK,87,1.1,고양소노,61,4.4,Home,UDW,1,5
8,배구,KOVO남,대한항공,3,1.68,우리카드,0,1.85,Home,UDW,1,5
11,배구,KOVO여,도로공사,0,3.75,현대건설,3,1.15,Away,SUW,1,5
31,농구,NBA,보스셀틱,126,1.01,유타재즈,97,6.84,Home,UDW,1,6
34,농구,NBA,인디페이,150,1.46,애틀호크,116,2.22,Home,UDW,1,6
37,농구,NBA,브루네츠,124,2.6,오클썬더,115,1.33,Home,SUW,1,6
40,농구,NBA,클리캐벌,114,1.12,워싱위저,90,4.11,Home,UDW,1,6
43,농구,NBA,필라76s,92,1.33,뉴욕닉스,128,2.6,Away,UDW,1,6
46,농구,NBA,시카불스,104,1.13,샬럿호네,91,3.98,Home,UDW,1,6
49,농구,NBA,휴스로케,95,2.19,미네울브,122,1.47,Away,SUW,1,6
52,농구,NBA,뉴올펠리,95,1.74,LA클리퍼,111,1.78,Away,UDW,1,6
55,농구,NBA,댈러매버,139,1.22,포틀트레,103,3.16,Home,UDW,1,6
58,농구,NBA,덴버너게,120,1.12,올랜매직,122,4.11,Away,UDW,1,6
61,농구,NBA,피닉선즈,113,1.47,마이히트,97,2.19,Home,UDW,1,6
64,농구,NBA,골든워리,113,1.14,디트피스,109,3.86,Home,UDW,1,6
67,농구,NBA,LA레이커,113,1.43,멤피그리,127,2.29,Away,UDW,1,6
70,농구,NBA,새크킹스,135,1.4,토론랩터,130,2.37,Home,UDW,1,6
73,농구,KBL,창원LG,78,1.19,한국가스,82,3.38,Away,UDW,1,6
