1,농구,KBL,서울삼성,72,1.88,전주KCC,78,1.69,Away,SUW,11,21
4,농구,WKBL,신한은행,65,2.04,BNK썸,82,1.58,Away,SUW,11,21
18,농구,NBA,클리캐벌,114,1.53,애틀호크,102,2.13,Home,UDW,11,22
21,농구,NBA,인디페이,123,1.26,올랜매직,102,3.03,Home,UDW,11,22
24,농구,NBA,시카불스,121,2.65,보스셀틱,107,1.34,Home,SUW,11,22
27,농구,NBA,밀워벅스,119,1.17,포틀트레,111,3.72,Home,UDW,11,22
30,농구,NBA,미네울브,105,1.16,마이히트,101,3.82,Home,UDW,11,22
33,농구,NBA,뉴올펠리,128,1.13,골든워리,83,4.19,Home,UDW,11,22
36,농구,NBA,오클썬더,119,1.56,뉴욕닉스,129,2.07,Away,UDW,11,22
39,농구,NBA,LA클리퍼,121,1.63,유타재즈,114,1.96,Home,UDW,11,22
46,농구,KBL,원주DB,77,1.47,창원LG,81,2.26,Away,UDW,11,22
49,배구,KOVO남,KB손보,0,1.3,삼성화재,3,2.82,Away,UDW,11,22
52,배구,KOVO여,도로공사,1,3.44,흥국생명,3,1.2,Away,SUW,11,22
62,농구,농구유로,AS모나BC,93,1.7,페네르BC,96,1.87,Away,UDW,11,23
69,농구,농구유로,알바베를,84,1.45,KK츠르베,88,2.3,Away,UDW,11,23
72,농구,농구유로,마키비BC,90,1.87,올림피BC,84,1.7,Home,SUW,11,23
