1,배구,KOVO컵남,KB손보,1,2.52,삼성화재,3,1.33,Away,SUW,8,24
7,야구,KBO,LG,3,1.21,한화,6,3.1,Away,UDW,8,24
10,야구,KBO,KT,8,1.92,NC,1,1.59,Home,SUW,8,24
25,배구,KOVO컵남,현대캐피,1,1.69,대한항공,3,1.79,Away,UDW,8,24
34,농구,NBA,올랜매직,106,5.08,밀워벅스,121,1.05,Away,SUW,8,25
37,야구,MLB,탬파레이,4,1.35,토론블루,6,2.45,Away,UDW,8,25
40,농구,NBA,오클썬더,117,2.22,휴스로케,114,1.43,Home,SUW,8,25
43,야구,MLB,워싱내셔,8,1.59,마이말린,11,1.92,Away,UDW,8,25
46,농구,NBA,마이히트,99,1.3,인디페이,87,2.63,Home,UDW,8,25
52,야구,MLB,디트타이,3,2.2,시카컵스,9,1.44,Away,SUW,8,25
55,야구,MLB,클리인디,2,1.79,미네트윈,3,1.69,Away,SUW,8,25
58,야구,MLB,텍사레인,3,2.0,오클애슬,2,1.54,Home,SUW,8,25
61,야구,MLB,밀워브루,4,2.09,신시레즈,2,1.49,Home,SUW,8,25
64,야구,MLB,세인카디,9,1.43,캔자로얄,3,2.22,Home,UDW,8,25
67,농구,NBA,포틀트레,115,2.97,LA레이커,135,1.23,Away,SUW,8,25
70,야구,MLB,휴스애스,11,1.36,LA에인절,4,2.41,Home,UDW,8,25
73,야구,MLB,애리다이,2,1.45,콜로로키,3,2.18,Away,UDW,8,25
