2,야구,MLB,뉴욕양키,8,1.29,볼티오리,5,2.67,Home,UDW,8,13
4,야구,MLB,워싱내셔,7,1.64,신시레즈,6,1.85,Home,UDW,8,13
5,야구,MLB,토론블루,19,1.91,텍사레인,4,1.6,Home,SUW,8,13
6,야구,MLB,클리인디,6,1.78,보스레드,5,1.7,Home,SUW,8,13
8,야구,MLB,콜로로키,6,1.71,애리다이,8,1.77,Away,UDW,8,13
9,야구,MLB,LA에인절,2,1.51,피츠파이,10,2.05,Away,UDW,8,13
10,야구,MLB,샌디파드,4,1.89,탬파레이,10,1.61,Away,SUW,8,13
11,야구,KBO,LG,8,1.98,키움,7,1.55,Home,SUW,8,13
12,야구,KBO,SK,4,1.5,삼성,1,2.07,Home,UDW,8,13
13,야구,KBO,롯데,6,1.7,KT,5,1.78,Home,UDW,8,13
14,야구,KBO,KIA,2,2.13,두산,5,1.47,Away,SUW,8,13
15,야구,KBO,한화,2,2.25,NC,10,1.42,Away,SUW,8,13
18,야구,MLB,필라필리,4,1.8,시카컵스,2,1.68,Home,SUW,8,14
19,야구,MLB,워싱내셔,3,1.65,신시레즈,1,1.84,Home,UDW,8,14
20,야구,MLB,뉴욕양키,8,1.23,볼티오리,3,2.97,Home,UDW,8,14
21,야구,MLB,토론블루,3,1.98,텍사레인,0,1.55,Home,SUW,8,14
22,야구,MLB,마이말린,1,2.76,LA다저스,15,1.27,Away,SUW,8,14
23,야구,MLB,디트타이,6,1.54,시애매리,11,2.0,Away,UDW,8,14
24,야구,MLB,클리인디,6,1.78,보스레드,7,1.7,Away,SUW,8,14
25,야구,MLB,애틀브레,5,1.55,뉴욕메츠,3,1.98,Home,UDW,8,14
26,야구,MLB,밀워브루,5,1.71,미네트윈,7,1.77,Away,UDW,8,14
27,야구,MLB,시카화이,2,2.86,휴스애스,6,1.25,Away,SUW,8,14
28,야구,MLB,캔자로얄,0,2.22,세인카디,2,1.43,Away,SUW,8,14
29,야구,MLB,콜로로키,3,1.8,애리다이,9,1.68,Away,SUW,8,14
30,야구,MLB,샌프자이,3,1.62,오클애슬,2,1.88,Home,UDW,8,14
31,야구,MLB,LA에인절,7,1.5,피츠파이,10,2.07,Away,UDW,8,14
32,야구,MLB,샌디파드,5,1.76,탬파레이,7,1.72,Away,SUW,8,14
33,야구,KBO,LG,0,1.7,키움,14,1.78,Away,UDW,8,14
35,야구,KBO,롯데,0,1.8,KT,6,1.68,Away,SUW,8,14
36,야구,KBO,KIA,4,2.09,두산,1,1.49,Home,SUW,8,14
37,야구,KBO,한화,9,2.41,NC,3,1.36,Home,SUW,8,14
38,야구,MLB,토론블루,3,1.64,텍사레인,7,1.85,Away,UDW,8,15
39,야구,MLB,뉴욕양키,6,1.29,볼티오리,5,2.67,Home,UDW,8,15
40,야구,MLB,클리인디,1,1.41,보스레드,5,2.27,Away,UDW,8,15
41,야구,MLB,밀워브루,6,1.68,미네트윈,5,1.8,Home,UDW,8,15
42,야구,MLB,시카화이,13,2.97,휴스애스,9,1.23,Home,SUW,8,15
44,야구,MLB,콜로로키,7,1.94,애리다이,6,1.58,Home,SUW,8,15
45,야구,MLB,샌디파드,7,1.78,탬파레이,2,1.7,Home,SUW,8,15
46,야구,MLB,샌프자이,5,1.8,오클애슬,9,1.68,Away,SUW,8,15
47,야구,MLB,워싱내셔,17,1.54,신시레즈,7,2.0,Home,UDW,8,15
48,야구,MLB,필라필리,11,1.73,시카컵스,1,1.75,Home,UDW,8,15
49,야구,MLB,마이말린,1,2.92,LA다저스,9,1.24,Away,SUW,8,15
50,야구,MLB,디트타이,3,2.0,시애매리,2,1.54,Home,SUW,8,15
51,야구,MLB,애틀브레,6,1.59,뉴욕메츠,4,1.92,Home,UDW,8,15
52,야구,MLB,LA에인절,7,1.58,피츠파이,4,1.94,Home,UDW,8,15
53,야구,MLB,캔자로얄,0,1.91,세인카디,6,1.6,Away,SUW,8,15
56,야구,KBO,KIA,6,2.45,SK,7,1.35,Away,SUW,8,15
57,야구,KBO,키움,4,1.4,NC,3,2.3,Home,UDW,8,15
58,야구,KBO,롯데,11,1.65,한화,5,1.84,Home,UDW,8,15
59,야구,MLB,디트타이,2,1.85,시애매리,7,1.64,Away,SUW,8,16
60,야구,MLB,마이말린,13,2.81,LA다저스,7,1.26,Home,SUW,8,16
61,야구,MLB,필라필리,7,1.92,시카컵스,5,1.59,Home,SUW,8,16
62,야구,MLB,뉴욕양키,5,1.5,클리인디,19,2.07,Away,UDW,8,16
63,야구,MLB,신시레즈,2,1.53,세인카디,1,2.02,Home,UDW,8,16
64,야구,MLB,애틀브레,8,1.54,뉴욕메츠,10,2.0,Away,UDW,8,16
65,야구,MLB,텍사레인,6,2.07,미네트윈,13,1.5,Away,SUW,8,16
66,야구,MLB,애리다이,0,1.55,샌프자이,7,1.98,Away,UDW,8,16
67,야구,MLB,오클애슬,7,1.89,휴스애스,6,1.61,Home,SUW,8,16
68,야구,MLB,LA에인절,8,1.45,시카화이,7,2.18,Home,UDW,8,16
